config_id,window_months,min_solves,min_opportunities,ranking,origin_count,future_quality,future_quality_macro_origin,list_fill,meets_95pct_fill,average_post_debut_exposure,expected_unique_reach,annualized_unique_reach,annualization_calendar_months,expected_display_slots,mean_eligible_count,minimum_eligible_count,behavior_hash,pareto,equivalent_config_ids,equivalence_representative
W12-S5-E3-beta,12,5,3,beta,52,0.3563276267203761,0.37381494851093267,0.6365384615384615,False,7.7492447129909365,138.0,30.666666666666668,54,662.0,14.673076923076923,5,e190e755168a2326b939b9f3d430cadd4443cc11d91970ec47ee585e4a659b2b,False,W12-S5-E1-beta|W12-S5-E3-beta,W12-S5-E1-beta
W12-S5-E6-raw,12,5,6,raw,52,0.3474388975559023,0.36921294184258574,0.6163461538461539,False,8.012480499219969,142.75,31.72222222222222,54,641.0,13.788461538461538,5,bf6b199c0126cc67f37238eb3a80b00e8fed20587706699e3b05c846f66bf07f,False,W12-S5-E6-raw,W12-S5-E6-raw
W12-S5-E6-count,12,5,6,count,52,0.34376484150275105,0.36694845152521094,0.6163461538461539,False,8.194629967016862,137.9316923076923,30.651487179487177,54,641.0,13.788461538461538,5,82e07c5c40d45544b3d3e60cef11b3b53679f69f2b24c30c01517a63c36e90bc,False,W12-S5-E6-count,W12-S5-E6-count
W12-S5-E6-wilson,12,5,6,wilson,52,0.34795891835673426,0.3695334546630986,0.6163461538461539,False,8.042121684867395,141.75,31.5,54,641.0,13.788461538461538,5,6e0b7cf37ed583222aa69acc066548df9cc02c5618e5decb3176172f8238e077,False,W12-S5-E6-wilson,W12-S5-E6-wilson
W12-S5-E6-beta,12,5,6,beta,52,0.34795891835673426,0.3695334546630986,0.6163461538461539,False,8.03588143525741,141.75,31.5,54,641.0,13.788461538461538,5,d7a0c9a60eb2b33459ed0a8399beb69906362240bf947d142c2f0175aab63f80,False,W12-S5-E6-beta,W12-S5-E6-beta
W12-S6-E1-raw,12,6,1,raw,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W12-S6-E1-count,12,6,1,count,52,0.3967106055134224,0.4720121082621083,0.4096153846153846,False,8.438142530396052,103.03166666666667,22.895925925925926,54,426.0,8.461538461538462,2,8a468ca578f10da364afec593196c53946c418c35513bc331430f79f624143f4,False,W12-S6-E1-count|W12-S6-E3-count|W12-S6-E6-count,W12-S6-E1-count
W12-S6-E1-wilson,12,6,1,wilson,52,0.4002347417840375,0.4734556486960333,0.4096153846153846,False,8.366197183098592,103.0,22.88888888888889,54,426.0,8.461538461538462,2,0ca4483e93e49bda7efef72526ab6c1b45a435ff5f91fd740f4eefc6292ae561,False,W12-S6-E1-wilson|W12-S6-E3-wilson|W12-S6-E6-wilson,W12-S6-E1-wilson
W12-S6-E1-beta,12,6,1,beta,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W12-S6-E3-raw,12,6,3,raw,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W12-S6-E3-count,12,6,3,count,52,0.3967106055134224,0.4720121082621083,0.4096153846153846,False,8.438142530396052,103.03166666666667,22.895925925925926,54,426.0,8.461538461538462,2,8a468ca578f10da364afec593196c53946c418c35513bc331430f79f624143f4,False,W12-S6-E1-count|W12-S6-E3-count|W12-S6-E6-count,W12-S6-E1-count
W12-S6-E3-wilson,12,6,3,wilson,52,0.4002347417840375,0.4734556486960333,0.4096153846153846,False,8.366197183098592,103.0,22.88888888888889,54,426.0,8.461538461538462,2,0ca4483e93e49bda7efef72526ab6c1b45a435ff5f91fd740f4eefc6292ae561,False,W12-S6-E1-wilson|W12-S6-E3-wilson|W12-S6-E6-wilson,W12-S6-E1-wilson
W12-S6-E3-beta,12,6,3,beta,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W12-S6-E6-raw,12,6,6,raw,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W12-S6-E6-count,12,6,6,count,52,0.3967106055134224,0.4720121082621083,0.4096153846153846,False,8.438142530396052,103.03166666666667,22.895925925925926,54,426.0,8.461538461538462,2,8a468ca578f10da364afec593196c53946c418c35513bc331430f79f624143f4,False,W12-S6-E1-count|W12-S6-E3-count|W12-S6-E6-count,W12-S6-E1-count
W12-S6-E6-wilson,12,6,6,wilson,52,0.4002347417840375,0.4734556486960333,0.4096153846153846,False,8.366197183098592,103.0,22.88888888888889,54,426.0,8.461538461538462,2,0ca4483e93e49bda7efef72526ab6c1b45a435ff5f91fd740f4eefc6292ae561,False,W12-S6-E1-wilson|W12-S6-E3-wilson|W12-S6-E6-wilson,W12-S6-E1-wilson
W12-S6-E6-beta,12,6,6,beta,52,0.39945226917057897,0.4731351358755205,0.4096153846153846,False,8.35680751173709,103.0,22.88888888888889,54,426.0,8.461538461538462,2,b3dcfbb5c6fe7c6144c7370b6659e998ed51ad62864d2d869d7a3f5bf4fd2c23,False,W12-S6-E1-raw|W12-S6-E1-beta|W12-S6-E3-raw|W12-S6-E3-beta|W12-S6-E6-raw|W12-S6-E6-beta,W12-S6-E1-raw
W18-S2-E1-raw,18,2,1,raw,52,0.31380211229252986,0.3138021122925299,1.0,True,4.543269230769231,369.95396825396824,82.21199294532627,54,1040.0,184.76923076923077,68,dad782bea07fde07c92819ae611e078355d271ac4bd2c1f572e0940d033101de,True,W18-S2-E1-raw,W18-S2-E1-raw
W18-S2-E1-count,18,2,1,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,184.76923076923077,68,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S2-E1-wilson,18,2,1,wilson,52,0.36467584790940055,0.36467584790940055,1.0,True,7.497115384615385,234.6029925463008,52.1339983436224,54,1040.0,184.76923076923077,68,b16cdc6d5de09508afde7b367419a44d843346afbf93c72a35a3ae1f0ca10f7d,True,W18-S2-E1-wilson,W18-S2-E1-wilson
W18-S2-E1-beta,18,2,1,beta,52,0.3744047619047618,0.37440476190476196,1.0,True,8.117307692307692,187.06598639455783,41.570219198790625,54,1040.0,184.76923076923077,68,d51a709b7a71ac9c2d5ed350aec8a8ebb75b49b2871962df383f618b76a7224a,True,W18-S2-E1-beta,W18-S2-E1-beta
W18-S2-E3-raw,18,2,3,raw,52,0.34468282083413665,0.3446828208341365,1.0,True,6.124038461538461,290.3041353383459,64.51203007518797,54,1040.0,177.09615384615384,64,82847d76ec86f2163a0c864d032dc3a717524749e378e3e147ddf34fe91238f2,True,W18-S2-E3-raw,W18-S2-E3-raw
W18-S2-E3-count,18,2,3,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,177.09615384615384,64,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S2-E3-wilson,18,2,3,wilson,52,0.3685683760683761,0.3685683760683761,1.0,True,7.9,204.8077380952381,45.512830687830686,54,1040.0,177.09615384615384,64,1f48c2e7944b1b3155f2d9141e6e96682cd4440675b4e067e568ecf1349c2674,True,W18-S2-E3-wilson|W18-S3-E1-wilson|W18-S3-E3-wilson,W18-S2-E3-wilson
W18-S2-E3-beta,18,2,3,beta,52,0.3735233516483516,0.3735233516483517,1.0,True,8.184615384615384,189.73265306122448,42.16281179138322,54,1040.0,177.09615384615384,64,7c1f01b4d8fed8e4aa0ce987855fa4c4af767909bcb699f65c581932642e9d45,True,W18-S2-E3-beta|W18-S3-E1-beta|W18-S3-E3-beta,W18-S2-E3-beta
W18-S2-E6-raw,18,2,6,raw,52,0.35338141025641023,0.35338141025641023,1.0,True,9.195192307692308,200.41666666666669,44.53703703703704,54,1040.0,143.28846153846155,51,0c44d587a04cfc009971e8ab413cbad73d372239e6207ca3c580d7612731ac64,False,W18-S2-E6-raw|W18-S3-E6-raw,W18-S2-E6-raw
W18-S2-E6-count,18,2,6,count,52,0.3255170065867181,0.3255170065867181,1.0,True,11.596796189921191,158.34799947040327,35.18844432675628,54,1040.0,143.28846153846155,51,de25ccd0fd6bb55a1cbfe09fc14095a4c31769685f37661a3a5dc53b08887755,False,W18-S2-E6-count|W18-S3-E6-count|W18-S4-E6-count,W18-S2-E6-count
W18-S2-E6-wilson,18,2,6,wilson,52,0.35161858974358984,0.3516185897435898,1.0,True,9.928846153846154,177.22333333333333,39.38296296296296,54,1040.0,143.28846153846155,51,874642d3f0b06feaabc4e817ffede06bfe86dae800db1b91e79e16dc27129181,False,W18-S2-E6-wilson|W18-S3-E6-wilson,W18-S2-E6-wilson
W18-S2-E6-beta,18,2,6,beta,52,0.3511939102564103,0.3511939102564102,1.0,True,9.78076923076923,182.26666666666665,40.5037037037037,54,1040.0,143.28846153846155,51,a67bae3f56ebf2ce0e41b759c0c78ef170d608ee67cff2834b157f971f7cb602,False,W18-S2-E6-beta|W18-S3-E6-beta,W18-S2-E6-beta
W18-S3-E1-raw,18,3,1,raw,52,0.3523541425679583,0.3523541425679584,1.0,True,6.614423076923077,249.49461152882205,55.4432470064049,54,1040.0,84.5576923076923,37,8ac65fd8fb4f9eb38e8962d6fec876926c4b3bbdb9d87cbd75d03afe60392ee9,True,W18-S3-E1-raw|W18-S3-E3-raw,W18-S3-E1-raw
W18-S3-E1-count,18,3,1,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,84.5576923076923,37,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S3-E1-wilson,18,3,1,wilson,52,0.3685683760683761,0.3685683760683761,1.0,True,7.9,204.8077380952381,45.512830687830686,54,1040.0,84.5576923076923,37,1f48c2e7944b1b3155f2d9141e6e96682cd4440675b4e067e568ecf1349c2674,True,W18-S2-E3-wilson|W18-S3-E1-wilson|W18-S3-E3-wilson,W18-S2-E3-wilson
W18-S3-E1-beta,18,3,1,beta,52,0.3735233516483516,0.3735233516483517,1.0,True,8.184615384615384,189.73265306122448,42.16281179138322,54,1040.0,84.5576923076923,37,7c1f01b4d8fed8e4aa0ce987855fa4c4af767909bcb699f65c581932642e9d45,True,W18-S2-E3-beta|W18-S3-E1-beta|W18-S3-E3-beta,W18-S2-E3-beta
W18-S3-E3-raw,18,3,3,raw,52,0.3523541425679583,0.3523541425679584,1.0,True,6.614423076923077,249.49461152882205,55.4432470064049,54,1040.0,84.5576923076923,37,8ac65fd8fb4f9eb38e8962d6fec876926c4b3bbdb9d87cbd75d03afe60392ee9,True,W18-S3-E1-raw|W18-S3-E3-raw,W18-S3-E1-raw
W18-S3-E3-count,18,3,3,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,84.5576923076923,37,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S3-E3-wilson,18,3,3,wilson,52,0.3685683760683761,0.3685683760683761,1.0,True,7.9,204.8077380952381,45.512830687830686,54,1040.0,84.5576923076923,37,1f48c2e7944b1b3155f2d9141e6e96682cd4440675b4e067e568ecf1349c2674,True,W18-S2-E3-wilson|W18-S3-E1-wilson|W18-S3-E3-wilson,W18-S2-E3-wilson
W18-S3-E3-beta,18,3,3,beta,52,0.3735233516483516,0.3735233516483517,1.0,True,8.184615384615384,189.73265306122448,42.16281179138322,54,1040.0,84.5576923076923,37,7c1f01b4d8fed8e4aa0ce987855fa4c4af767909bcb699f65c581932642e9d45,True,W18-S2-E3-beta|W18-S3-E1-beta|W18-S3-E3-beta,W18-S2-E3-beta
W18-S3-E6-raw,18,3,6,raw,52,0.35338141025641023,0.35338141025641023,1.0,True,9.195192307692308,200.41666666666669,44.53703703703704,54,1040.0,71.88461538461539,30,0c44d587a04cfc009971e8ab413cbad73d372239e6207ca3c580d7612731ac64,False,W18-S2-E6-raw|W18-S3-E6-raw,W18-S2-E6-raw
W18-S3-E6-count,18,3,6,count,52,0.3255170065867181,0.3255170065867181,1.0,True,11.596796189921191,158.34799947040327,35.18844432675628,54,1040.0,71.88461538461539,30,de25ccd0fd6bb55a1cbfe09fc14095a4c31769685f37661a3a5dc53b08887755,False,W18-S2-E6-count|W18-S3-E6-count|W18-S4-E6-count,W18-S2-E6-count
W18-S3-E6-wilson,18,3,6,wilson,52,0.35161858974358984,0.3516185897435898,1.0,True,9.928846153846154,177.22333333333333,39.38296296296296,54,1040.0,71.88461538461539,30,874642d3f0b06feaabc4e817ffede06bfe86dae800db1b91e79e16dc27129181,False,W18-S2-E6-wilson|W18-S3-E6-wilson,W18-S2-E6-wilson
W18-S3-E6-beta,18,3,6,beta,52,0.3511939102564103,0.3511939102564102,1.0,True,9.78076923076923,182.26666666666665,40.5037037037037,54,1040.0,71.88461538461539,30,a67bae3f56ebf2ce0e41b759c0c78ef170d608ee67cff2834b157f971f7cb602,False,W18-S2-E6-beta|W18-S3-E6-beta,W18-S2-E6-beta
W18-S4-E1-raw,18,4,1,raw,52,0.35742521367521357,0.3574252136752136,1.0,True,8.549038461538462,184.69333333333333,41.04296296296296,54,1040.0,48.36538461538461,22,81b399449f9268c7047505ed96c2b7a8f41e992a83cece2b9c462ceb485cfbf4,False,W18-S4-E1-raw|W18-S4-E3-raw,W18-S4-E1-raw
W18-S4-E1-count,18,4,1,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,48.36538461538461,22,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S4-E1-wilson,18,4,1,wilson,52,0.3631089743589743,0.3631089743589744,1.0,True,9.099038461538461,173.86555555555555,38.636790123456784,54,1040.0,48.36538461538461,22,0484f28024f866cd3bd558efd7f9c1b5140a4aacca3c81170e45b0c91036a0fc,False,W18-S4-E1-wilson|W18-S4-E3-wilson,W18-S4-E1-wilson
W18-S4-E1-beta,18,4,1,beta,52,0.36618322649572643,0.3661832264957265,1.0,True,9.123076923076923,167.2522222222222,37.167160493827154,54,1040.0,48.36538461538461,22,c84a707224458d7d45f388d9b0be514fe0115fda76d2b27209c157967e2fe802,False,W18-S4-E1-beta|W18-S4-E3-beta,W18-S4-E1-beta
W18-S4-E3-raw,18,4,3,raw,52,0.35742521367521357,0.3574252136752136,1.0,True,8.549038461538462,184.69333333333333,41.04296296296296,54,1040.0,48.36538461538461,22,81b399449f9268c7047505ed96c2b7a8f41e992a83cece2b9c462ceb485cfbf4,False,W18-S4-E1-raw|W18-S4-E3-raw,W18-S4-E1-raw
W18-S4-E3-count,18,4,3,count,52,0.328866261943185,0.328866261943185,1.0,True,11.53025480929327,157.8739229676534,35.08309399281187,54,1040.0,48.36538461538461,22,b35d8c8d7dfdbaa58aa1bdfa3ccd575bfe221432f4d3e76e4d9150a1b68ce813,False,W18-S2-E1-count|W18-S2-E3-count|W18-S3-E1-count|W18-S3-E3-count|W18-S4-E1-count|W18-S4-E3-count,W18-S2-E1-count
W18-S4-E3-wilson,18,4,3,wilson,52,0.3631089743589743,0.3631089743589744,1.0,True,9.099038461538461,173.86555555555555,38.636790123456784,54,1040.0,48.36538461538461,22,0484f28024f866cd3bd558efd7f9c1b5140a4aacca3c81170e45b0c91036a0fc,False,W18-S4-E1-wilson|W18-S4-E3-wilson,W18-S4-E1-wilson
W18-S4-E3-beta,18,4,3,beta,52,0.36618322649572643,0.3661832264957265,1.0,True,9.123076923076923,167.2522222222222,37.167160493827154,54,1040.0,48.36538461538461,22,c84a707224458d7d45f388d9b0be514fe0115fda76d2b27209c157967e2fe802,False,W18-S4-E1-beta|W18-S4-E3-beta,W18-S4-E1-beta
W18-S4-E6-raw,18,4,6,raw,52,0.34757478632478633,0.3475747863247862,1.0,True,9.569230769230769,179.5,39.888888888888886,54,1040.0,44.63461538461539,21,fb3586abbeddf06dbabcab5d637dc1ed1273e708048fce01c7a744846e7f9620,False,W18-S4-E6-raw,W18-S4-E6-raw
W18-S4-E6-count,18,4,6,count,52,0.3255170065867181,0.3255170065867181,1.0,True,11.596796189921191,158.34799947040327,35.18844432675628,54,1040.0,44.63461538461539,21,de25ccd0fd6bb55a1cbfe09fc14095a4c31769685f37661a3a5dc53b08887755,False,W18-S2-E6-count|W18-S3-E6-count|W18-S4-E6-count,W18-S2-E6-count
W18-S4-E6-wilson,18,4,6,wilson,52,0.34966880341880346,0.3496688034188034,1.0,True,10.002884615384616,173.14,38.47555555555555,54,1040.0,44.63461538461539,21,3f2036517c6754d4f84d42fbaa810b323898ddf68fb7b63e26e247b14b975d18,False,W18-S4-E6-wilson,W18-S4-E6-wilson
W18-S4-E6-beta,18,4,6,beta,52,0.34923076923076923,0.34923076923076923,1.0,True,9.901923076923078,174.26666666666665,38.72592592592592,54,1040.0,44.63461538461539,21,aebdd4177c0d3004b51f937f2a97873886f4ad4473b80215c1835046d6ccd261,False,W18-S4-E6-beta,W18-S4-E6-beta
W18-S5-E1-raw,18,5,1,raw,52,0.3597488507680232,0.35286176147333553,0.9528846153846153,True,10.148335015136226,145.71875,32.38194444444444,54,991.0,29.0,13,5e3a7e77742a7376052b281f64352d19e241a728f9d359fb52301a98fd7f9fa6,False,W18-S5-E1-raw|W18-S5-E3-raw,W18-S5-E1-raw
W18-S5-E1-count,18,5,1,count,52,0.33908951094874407,0.3331757943955417,0.9528846153846153,True,11.596468827170138,146.0842275411663,32.46316167581473,54,991.0,29.0,13,e1b538fb313a4ee3cd5262985540b00a0ddfb2381bc9fc19f615406b7d185f48,False,W18-S5-E1-count|W18-S5-E3-count,W18-S5-E1-count
W18-S5-E1-wilson,18,5,1,wilson,52,0.3600852113465635,0.35318227429384846,0.9528846153846153,True,10.331987891019173,144.42499999999998,32.09444444444444,54,991.0,29.0,13,312e4fce17a33ae155f231e95a786df309d46a936dcc09653efabbf52b7d5ceb,False,W18-S5-E1-wilson|W18-S5-E3-wilson,W18-S5-E1-wilson
W18-S5-E1-beta,18,5,1,beta,52,0.3612120192846732,0.35425599224256643,0.9528846153846153,True,10.299697275479314,144.09166666666664,32.020370370370365,54,991.0,29.0,13,b24d466e3782a93d61b09dfdc2809e1456130534353daf7f6db7fcb1b1e592b0,False,W18-S5-E1-beta|W18-S5-E3-beta,W18-S5-E1-beta
W18-S5-E3-raw,18,5,3,raw,52,0.3597488507680232,0.35286176147333553,0.9528846153846153,True,10.148335015136226,145.71875,32.38194444444444,54,991.0,29.0,13,5e3a7e77742a7376052b281f64352d19e241a728f9d359fb52301a98fd7f9fa6,False,W18-S5-E1-raw|W18-S5-E3-raw,W18-S5-E1-raw
